"datetime","chla"
2019-10-05 13:37:01,2.09
2019-10-05 13:42:11,1.88
2019-10-05 13:47:01,2.17
2019-10-05 13:52:01,2.12
2019-10-05 13:57:01,1.8
2019-10-05 14:02:01,1.86
2019-10-05 14:07:01,2.83
2019-10-05 14:12:01,1.63
2019-10-05 14:17:01,2
2019-10-05 14:22:01,1.61
2019-10-05 14:27:01,1.57
2019-10-05 14:32:01,1.65
2019-10-05 14:37:01,1.47
2019-10-05 14:42:11,1.37
2019-10-05 14:47:01,1.76
2019-10-05 14:52:11,1.56
2019-10-05 14:57:01,1.69
2019-10-05 15:02:11,1.76
2019-10-05 15:07:01,2.01
2019-10-05 15:12:01,2.39
2019-10-05 15:17:01,1.42
2019-10-05 15:22:01,1.94
2019-10-05 15:27:01,1.64
2019-10-05 15:32:01,2.22
2019-10-05 15:37:01,1.57
2019-10-05 15:42:01,1.77
2019-10-05 15:47:01,2.13
2019-10-05 15:52:01,2.01
2019-10-05 15:57:11,2.25
2019-10-05 16:02:01,4.54
2019-10-05 16:07:01,2.6
2019-10-05 16:12:01,2.54
2019-10-05 16:17:01,1.79
2019-10-05 16:22:01,1.99
2019-10-05 16:27:01,1.9
2019-10-05 16:32:01,2.55
2019-10-05 16:37:01,1.74
2019-10-05 16:42:01,1.65
2019-10-05 16:47:01,2.02
2019-10-05 16:52:01,2.1
2019-10-05 16:57:01,1.98
2019-10-05 17:02:01,1.78
2019-10-05 17:07:01,2.2
2019-10-05 17:12:01,2.06
2019-10-05 17:17:11,1.79
2019-10-05 17:22:11,1.95
2019-10-05 17:27:01,3.24
2019-10-05 17:32:01,2.39
2019-10-05 17:37:01,2.13
2019-10-05 17:42:01,2.35
2019-10-05 17:47:01,2.23
2019-10-05 17:52:01,2.17
2019-10-05 17:57:01,3.3
2019-10-05 18:02:01,2.61
2019-10-05 18:07:01,2.12
2019-10-05 18:12:01,2.41
2019-10-05 18:17:01,2.13
2019-10-05 18:22:01,2.12
2019-10-05 18:27:01,2.13
2019-10-05 18:32:01,1.98
2019-10-05 18:37:01,2.15
2019-10-05 18:42:01,2.03
2019-10-05 18:47:11,2.11
2019-10-05 18:52:01,2.26
2019-10-05 18:57:01,2.31
2019-10-05 19:02:01,2.22
2019-10-05 19:07:01,2.29
2019-10-05 19:12:01,1.89
2019-10-05 19:17:01,2.34
2019-10-05 19:22:01,2.5
2019-10-05 19:27:11,2.22
2019-10-05 19:32:01,2.53
2019-10-05 19:37:01,2.29
2019-10-05 19:42:01,2.22
2019-10-05 19:47:01,2.43
2019-10-05 19:52:01,2.58
2019-10-05 19:57:01,2.24
2019-10-05 20:02:01,2.32
2019-10-05 20:07:01,3.72
2019-10-05 20:12:01,3.3
2019-10-05 20:17:01,2.62
2019-10-05 20:22:01,3.93
2019-10-05 20:27:01,2.74
2019-10-05 20:32:01,2.31
2019-10-05 20:37:11,2.4
2019-10-05 20:42:01,1.9
2019-10-05 20:47:01,2.77
2019-10-05 20:52:01,2.42
2019-10-05 20:57:01,2.77
2019-10-05 21:02:01,2.3
2019-10-05 21:07:01,2.28
2019-10-05 21:12:01,2.45
2019-10-05 21:17:01,2.53
2019-10-05 21:22:01,2.45
2019-10-05 21:27:01,2.48
2019-10-05 21:32:01,2.53
2019-10-05 21:37:01,3.42
2019-10-05 21:42:01,2.31
2019-10-05 21:47:01,2.43
2019-10-05 21:52:01,2.29
2019-10-05 21:57:01,2.38
2019-10-05 22:02:01,2.88
2019-10-05 22:07:01,2.63
2019-10-05 22:12:11,2.88
2019-10-05 22:17:01,2.89
2019-10-05 22:22:01,3.56
2019-10-05 22:27:01,5.41
2019-10-05 22:32:11,2.85
2019-10-05 22:37:01,2.71
2019-10-05 22:42:01,4.15
2019-10-05 22:47:01,3.06
2019-10-05 22:52:01,2.81
2019-10-05 22:57:01,2.91
2019-10-05 23:02:01,2.79
2019-10-05 23:07:01,2.96
2019-10-05 23:12:01,3.29
2019-10-05 23:17:01,4.46
2019-10-05 23:22:11,3.06
2019-10-05 23:27:01,4.02
2019-10-05 23:32:11,3.29
2019-10-05 23:37:01,3.04
2019-10-05 23:42:01,3.05
2019-10-05 23:47:01,3.26
2019-10-05 23:52:11,4.32
2019-10-05 23:57:01,3.19
2019-10-06 00:02:01,4.29
2019-10-06 00:07:01,3.06
2019-10-06 00:12:01,3.64
2019-10-06 00:17:01,3.16
2019-10-06 00:22:01,3.1
2019-10-06 00:27:01,3.03
2019-10-06 00:32:01,3.28
2019-10-06 00:37:01,2.92
2019-10-06 00:42:01,4.63
2019-10-06 00:47:01,2.93
2019-10-06 00:52:01,3.02
2019-10-06 00:57:01,3.22
2019-10-06 01:02:01,3.03
2019-10-06 01:07:01,3.08
2019-10-06 01:12:01,4.61
2019-10-06 01:17:01,2.73
2019-10-06 01:22:01,3
2019-10-06 01:27:01,2.9
2019-10-06 01:32:01,3.13
2019-10-06 01:37:01,2.92
2019-10-06 01:42:01,3.11
2019-10-06 01:47:01,5.05
2019-10-06 01:52:11,3.07
2019-10-06 01:57:01,2.99
2019-10-06 02:02:01,2.7
2019-10-06 02:07:01,3.27
2019-10-06 02:12:01,3.09
2019-10-06 02:17:01,2.71
2019-10-06 02:22:01,4.97
2019-10-06 02:27:02,2.94
2019-10-06 02:32:01,2.94
2019-10-06 02:37:01,3.86
2019-10-06 02:42:01,2.75
2019-10-06 02:47:01,2.78
2019-10-06 02:52:01,2.83
2019-10-06 02:57:01,2.71
2019-10-06 03:02:01,2.85
2019-10-06 03:07:01,3.08
2019-10-06 03:12:01,3.36
2019-10-06 03:17:01,4.37
2019-10-06 03:22:01,3.4
2019-10-06 03:27:11,3.5
2019-10-06 03:32:01,3.49
2019-10-06 03:37:01,3.19
2019-10-06 03:42:01,4.76
2019-10-06 03:47:01,3.48
2019-10-06 03:52:01,3.3
2019-10-06 03:57:01,3.2
2019-10-06 12:22:00,2.17
2019-10-06 12:27:01,1.86
2019-10-06 12:32:01,1.8
2019-10-06 12:37:01,2.03
2019-10-06 12:42:01,2.04
2019-10-06 12:47:01,1.89
2019-10-06 12:52:01,1.76
2019-10-06 12:57:01,2.17
2019-10-06 13:02:01,2.07
2019-10-06 13:07:01,2
2019-10-06 13:12:01,2
2019-10-06 13:17:01,1.99
2019-10-06 13:22:01,2.3
2019-10-06 13:27:01,1.67
2019-10-06 13:32:01,1.79
2019-10-06 13:37:01,1.79
2019-10-06 13:42:01,2.63
2019-10-06 13:47:01,1.85
2019-10-06 13:52:01,2.01
2019-10-06 13:57:01,1.67
2019-10-06 14:02:01,1.85
2019-10-06 14:07:01,1.7
2019-10-06 14:12:01,1.81
2019-10-06 14:17:01,2.05
2019-10-06 14:22:01,1.96
2019-10-06 14:27:01,1.9
2019-10-06 14:32:01,1.96
2019-10-06 14:37:11,1.99
2019-10-06 14:42:01,1.83
2019-10-06 14:47:01,2.2
2019-10-06 14:52:01,1.87
2019-10-06 14:57:01,1.99
2019-10-06 15:02:01,1.81
2019-10-06 15:07:01,2.11
2019-10-06 15:12:01,2
2019-10-06 15:17:11,1.86
2019-10-06 15:22:01,2.05
2019-10-06 15:27:01,2.09
2019-10-06 15:32:01,1.82
2019-10-06 15:37:11,1.99
2019-10-06 15:42:01,2.09
2019-10-06 15:47:01,1.7
2019-10-06 15:52:11,1.83
2019-10-06 15:57:11,1.82
2019-10-06 16:02:01,1.62
2019-10-06 16:07:01,2.04
2019-10-06 16:12:01,1.98
2019-10-06 16:17:01,2.02
2019-10-06 16:22:01,1.77
2019-10-06 16:27:01,2.15
2019-10-06 16:32:01,1.97
2019-10-06 16:37:01,1.66
2019-10-06 16:42:01,1.8
2019-10-06 16:47:01,1.97
2019-10-06 16:52:01,2.08
2019-10-06 16:57:01,1.87
2019-10-06 17:02:01,1.69
2019-10-06 17:07:01,1.84
2019-10-06 17:12:01,1.79
2019-10-06 17:17:01,2.02
2019-10-06 17:22:01,1.99
2019-10-06 17:27:01,2.02
2019-10-06 17:32:01,2
2019-10-06 17:37:01,2.03
2019-10-06 17:42:01,2.22
2019-10-06 17:47:01,2.04
2019-10-06 17:52:01,2.4
2019-10-06 17:57:01,2.25
2019-10-06 18:02:01,1.91
2019-10-06 18:07:01,1.94
2019-10-06 18:12:01,2.07
2019-10-06 18:17:01,2.05
2019-10-06 18:22:01,2.23
2019-10-06 18:27:01,2.75
2019-10-06 18:32:01,2.85
2019-10-06 18:37:01,2.32
2019-10-06 18:42:01,2.63
2019-10-06 18:47:01,2.81
2019-10-06 18:52:01,2.27
2019-10-06 18:57:01,2.3
2019-10-06 19:02:01,2.28
2019-10-06 19:07:01,2.22
